context_id	word	gold_sense_id	predict_sense_id	positions	context	context_wo	contextmorph	wordpos	feature_cos	feature_prob
40	двигатель	1	3	38-48	Мы шли очень медленно, потому что наш двигатель работал лишь в четверть силы	Мы шли очень медленно, потому что наш  работал лишь в четверть силы	мы_PRON идти_VERB очень_ADV медленно_ADV потому_ADV что_PRON наш_DET работать_VERB лишь_PART в_NOUN четверть_NOUN сила_NOUN	двигатель_NOUN	[0.38569978, 0.36781695, 0.37642387, 0.398779, 0.40431458, 0.4044398, 0.3752146, 0.37830576, 0.33983353]	[0.5545570769952775, 0.5521482625210192, 0.5531470105504089, 0.5575099110673979, 0.5574640626050299, 0.5580268992310923, 0.5549996331366341, 0.5547920809765776, 0.5502875926587326]
41	двигатель	1	7	27-38	По тому, как изменился рев двигателей, я догадался, что заработала вторая ступень	По тому, как изменился рев   я догадался, что заработала вторая ступень	по_ADP то_PRON как_ADV изменяться_VERB рев_NOUN я_PRON догадываться_VERB что_PRON зарабатывать_VERB второй_ADJ ступень_NOUN	двигатель_NOUN	[0.27431768, 0.28404608, 0.31150547, 0.28075576, 0.2949149, 0.3380207, 0.31847638, 0.33897287, 0.30333987]	[0.5515940606673324, 0.5535146639907039, 0.5584095640610541, 0.5538441345469044, 0.5557248696148512, 0.5643905215907796, 0.5619782290085561, 0.5651436280716299, 0.559578164144973]
42	двигатель	1	3	36-46	Двери сошлись, где-то внизу загудел двигатель. – Хоть лифт не исковеркан, – вздохнул Николай Васильевич	Двери сошлись, где-то внизу загудел   – Хоть лифт не исковеркан, – вздохнул Николай Васильевич	дверь_NOUN сходиться_VERB где_ADV то_PART внизу_ADV загудеть_VERB хоть_PART лифт_NOUN не_PART исковеркивать_VERB вздыхать_VERB николай_NOUN васильевич_NOUN	двигатель_NOUN	[0.28234205, 0.29098713, 0.27396214, 0.3268925, 0.3040908, 0.31008473, 0.27062228, 0.29122522, 0.28678015]	[0.5407000197720208, 0.5420228171965404, 0.5394167345899028, 0.548022816819305, 0.5440476579223354, 0.5453387222693288, 0.5404298457357922, 0.5429759072228362, 0.5432092513719685]
43	двигатель	2	4	7-17	Труд – двигатель культуры	Труд –  культуры	труд_NOUN культура_NOUN	двигатель_NOUN	[0.22493735, 0.22501354, 0.22734866, 0.20612885, 0.23480193, 0.23409408, 0.24630843, 0.23254205, 0.19436428]	[0.5327974749719886, 0.5328731018923024, 0.5330804625618506, 0.5306618961165456, 0.5344098903258626, 0.5346337818490902, 0.5372036516441993, 0.5347131008090614, 0.5296374875851534]
44	двигатель	2	4	8-18	Наука – двигатель прогресса	Наука –  прогресса	наука_NOUN прогресс_NOUN	двигатель_NOUN	[0.19441374, 0.18986699, 0.16763219, 0.1493917, 0.19345903, 0.16563873, 0.1855193, 0.16172749, 0.13499178]	[0.5366304843708264, 0.5358471096519684, 0.531534509632541, 0.5287306093767938, 0.536641229553751, 0.531686652380789, 0.5362266849708626, 0.5312177185377716, 0.5266147485260972]
45	двигатель	2	4	10-20	Реклама – двигатель торговли	Реклама –  торговли	реклама_NOUN торговля_NOUN	двигатель_NOUN	[0.26500437, 0.26994392, 0.28644606, 0.2797347, 0.29882017, 0.2934417, 0.30927905, 0.31050786, 0.29989055]	[0.5498542283989744, 0.5508766466573543, 0.5537486023614069, 0.5536498144173347, 0.5564565256896554, 0.5559750693609488, 0.5602059549289943, 0.5597278137103557, 0.5589070148873162]
46	двигатель	2	7	57-67	Он откроет тебе широкий кредит, а кредит, братец ты мой, двигатель торговли и коммерции	Он откроет тебе широкий кредит, а кредит, братец ты мой,  торговли и коммерции	он_PRON открывать_VERB ты_PRON широкий_ADJ кредит_NOUN а_PART кредит_NOUN братец_NOUN ты_PRON мой_DET торговля_NOUN и_SCONJ коммерция_NOUN	двигатель_NOUN	[0.2632119, 0.2636957, 0.29040065, 0.25879604, 0.25926086, 0.2967822, 0.29720637, 0.30591375, 0.2631798]	[0.5495192448156145, 0.5497068933870689, 0.554484791210427, 0.5496615449454657, 0.5490342070381764, 0.556606836763818, 0.5578772858018385, 0.5588523358724251, 0.551751173257767]
47	двигатель	2	3	30-40	В общем, злость, Сеня, лучший двигатель дела	В общем, злость, Сеня, лучший  дела	в_NOUN общий_ADJ злость_NOUN сеня_NOUN хороший_ADJ дело_NOUN	двигатель_NOUN	[0.2758058, 0.2877624, 0.29505742, 0.28780034, 0.2958797, 0.30470592, 0.30670065, 0.30729398, 0.2819286]	[0.5328300821123237, 0.5343163157725777, 0.5350428119628254, 0.5349364960404782, 0.5353954648946795, 0.5367952109921651, 0.5378168156102262, 0.5374388257569327, 0.5350792270324018]
48	двигатель	2	4	9-19	Основной двигатель был не страх, а иные силы – долг, разум, совесть	Основной  был не страх, а иные силы – долг, разум, совесть	основной_ADJ быть_VERB не_PART страх_NOUN а_PART иной_DET сила_NOUN долг_NOUN разум_NOUN совесть_NOUN	двигатель_NOUN	[0.37208664, 0.37950727, 0.37504956, 0.36536223, 0.39157864, 0.38461992, 0.40766108, 0.37862167, 0.33394378]	[0.5697742731939582, 0.5712856144425082, 0.5701806851698005, 0.5698825195025234, 0.5737562999696249, 0.5731478121558792, 0.5790750905446819, 0.5726611919637182, 0.5655230800356035]
49	двигатель	2	3		Однажды ключик	Однажды ключик	однажды_ADV ключик_NOUN	двигатель_NOUN	[0.10115379, 0.11797906, 0.119810425, 0.14835076, 0.15173508, 0.1487653, 0.11796801, 0.14816585, 0.17162992]	[0.5190838277566084, 0.5222980769703727, 0.5225530585265595, 0.5285308474442144, 0.528758537770923, 0.5284661524889814, 0.5230598880740451, 0.5286059340915623, 0.5338185630796018]
50	двигатель	2	4	40-50	сказал мне, что не знает более сильного двигателя творчества, чем зависть	сказал мне, что не знает более сильного  творчества, чем зависть	сказать_VERB я_PRON что_PRON не_PART знать_VERB более_ADV сильный_ADJ творчество_NOUN что_PRON зависть_NOUN	двигатель_NOUN	[0.20756097, 0.2195066, 0.21745405, 0.18787776, 0.20994262, 0.19653216, 0.21566066, 0.180609, 0.19505416]	[0.5306692479564341, 0.5324933227333285, 0.5320616029147607, 0.5283214702647361, 0.5311820962308973, 0.5294737319145879, 0.5330177988227311, 0.5273336318700415, 0.5301344050524188]
51	двигатель	2	3	58-68	Всеобщее преследование влиятельных стариков (принцип да и двигатель нынешней общественной жизни) казалось старику-вахтеру логичным	Всеобщее преследование влиятельных стариков (принцип да и  нынешней общественной жизни) казалось старику-вахтеру логичным	всеобщий_ADJ преследование_NOUN влиятельный_ADJ старик_NOUN принцип_NOUN да_PART и_SCONJ нынешний_ADJ общественный_ADJ жизнь_NOUN казаться_VERB старик_NOUN вахтер_NOUN логичный_ADJ	двигатель_NOUN	[0.20969291, 0.24111252, 0.24906543, 0.22951345, 0.23187383, 0.2683727, 0.29188344, 0.25671437, 0.25097638]	[0.5394977567896834, 0.5454745556156284, 0.5467785925884475, 0.5440733991842733, 0.5438826823493393, 0.5512281564650358, 0.5568497545969469, 0.549455032251616, 0.5493675200107089]
52	двойник	1.1	4	47-56	Говорят, что у многих известных политиков есть двойники	Говорят, что у многих известных политиков есть	говорить_VERB что_PRON у_ADP многий_DET известный_ADJ политик_NOUN быть_VERB	двойник_NOUN	[0.3410527, 0.2886725, 0.219836, 0.24050876, 0.4499165, 0.29005602, 0.41031313, 0.2967057, 0.48618227]	[0.5414910697565913, 0.5362401562987127, 0.5287871191045108, 0.5316380286556718, 0.5594665391662719, 0.5373709851398032, 0.5550281472100824, 0.5396865560653191, 0.5651489013609077]
53	двойник	1.1	4	25-35	Говорят, что на конкурсе двойников Чарли Чаплина сам Чаплин занял лишь третье место	Говорят, что на конкурсе  Чарли Чаплина сам Чаплин занял лишь третье место	говорить_VERB что_PRON на_ADP конкурс_NOUN чарли_NOUN чаплина_NOUN сам_DET чаплин_NOUN занимать_VERB лишь_PART третий_ADJ место_NOUN	двойник_NOUN	[0.37117383, 0.41771007, 0.31651467, 0.24883316, 0.48508078, 0.5506603, 0.3078181, 0.38858426, 0.6097744]	[0.5361100132027015, 0.5418867720252561, 0.5331140021827618, 0.5261724537573536, 0.5513048129568797, 0.5565663249032274, 0.5330800221706579, 0.541532632852122, 0.5653039457687189]
54	двойник	1.1	7	105-114	Похитить чертежи и аппарат не удалось, потому что бездельники, нанятые Семеновым, убили не Гарина, а его двойника	Похитить чертежи и аппарат не удалось, потому что бездельники, нанятые Семеновым, убили не Гарина, а его	похищать_VERB чертеж_NOUN и_SCONJ аппарат_NOUN не_PART удаваться_VERB потому_ADV что_PRON бездельник_NOUN нанимать_VERB семенов_NOUN убивать_VERB не_PART гарина_NOUN а_PART он_PRON	двойник_NOUN	[0.33126163, 0.34241784, 0.31696728, 0.2762714, 0.3059705, 0.4438187, 0.22055165, 0.47874606, 0.35822266]	[0.5357147795057713, 0.5380667804854988, 0.5367362727794458, 0.5321868333971503, 0.535926566515674, 0.5505668300832905, 0.5262800522289447, 0.5565921934645366, 0.5426544449318436]
